word,length,difficulty
focus,5,Easy
focused,7,Medium
focuses,7,Medium
focusing,8,Medium
folder,6,Medium
folders,7,Medium
folding,7,Medium
folks,5,Easy
follow,6,Medium
followed,8,Medium
following,9,Hard
follows,7,Medium
fonts,5,Easy
foods,5,Easy
footage,7,Medium
football,8,Medium
footwear,8,Medium
forbes,6,Medium
forbidden,9,Hard
force,5,Easy
forced,6,Medium
forces,6,Medium
forecast,8,Medium
forecasts,9,Hard
foreign,7,Medium
forest,6,Medium
forestry,8,Medium
forests,7,Medium
forever,7,Medium
forge,5,Easy
forget,6,Medium
forgot,6,Medium
forgotten,9,Hard
formal,6,Medium
format,6,Medium
formation,9,Hard
formats,7,Medium
formatting,10,Hard
formed,6,Medium
former,6,Medium
formerly,8,Medium
forming,7,Medium
forms,5,Easy
formula,7,Medium
forth,5,Easy
fortune,7,Medium
forty,5,Easy
forum,5,Easy
forums,6,Medium
forward,7,Medium
forwarding,10,Hard
fossil,6,Medium
foster,6,Medium
fotos,5,Easy
fought,6,Medium
found,5,Easy
foundation,10,Hard
foundations,11,Hard
founded,7,Medium
founder,7,Medium
fountain,8,Medium
fourth,6,Medium
fraction,8,Medium
fragrance,9,Hard
fragrances,10,Hard
frame,5,Easy
framed,6,Medium
frames,6,Medium
framework,9,Hard
framing,7,Medium
france,6,Medium
franchise,9,Hard
francis,7,Medium
francisco,9,Hard
frank,5,Easy
frankfurt,9,Hard
franklin,8,Medium
fraser,6,Medium
fraud,5,Easy
frederick,9,Hard
freebsd,7,Medium
freedom,7,Medium
freelance,9,Hard
freely,6,Medium
freeware,8,Medium
freeze,6,Medium
freight,7,Medium
french,6,Medium
frequencies,11,Hard
frequency,9,Hard
frequent,8,Medium
frequently,10,Hard
fresh,5,Easy
friday,6,Medium
fridge,6,Medium
friend,6,Medium
friendly,8,Medium
friends,7,Medium
friendship,10,Hard
front,5,Easy
frontier,8,Medium
frontpage,9,Hard
frost,5,Easy
frozen,6,Medium
fruit,5,Easy
fruits,6,Medium
fucked,6,Medium
fucking,7,Medium
fujitsu,7,Medium
fully,5,Easy
function,8,Medium
functional,10,Hard
functionality,13,Hard
functioning,11,Hard
functions,9,Hard
fundamental,11,Hard
fundamentals,12,Hard
funded,6,Medium
funding,7,Medium
fundraising,11,Hard
funds,5,Easy
funeral,7,Medium
funky,5,Easy
funny,5,Easy
furnished,9,Hard
furnishings,11,Hard
furniture,9,Hard
further,7,Medium
furthermore,11,Hard
fusion,6,Medium
future,6,Medium
futures,7,Medium
fuzzy,5,Easy
gabriel,7,Medium
gadgets,7,Medium
gained,6,Medium
gains,5,Easy
galaxy,6,Medium
galleries,9,Hard
gallery,7,Medium
gambling,8,Medium
gamecube,8,Medium
games,5,Easy
gamespot,8,Medium
gaming,6,Medium
gamma,5,Easy
gangbang,8,Medium
garage,6,Medium
garbage,7,Medium
garcia,6,Medium
garden,6,Medium
gardening,9,Hard
gardens,7,Medium
garlic,6,Medium
garmin,6,Medium
gasoline,8,Medium
gates,5,Easy
gateway,7,Medium
gather,6,Medium
gathered,8,Medium
gathering,9,Hard
gauge,5,Easy
gazette,7,Medium
gender,6,Medium
genealogy,9,Hard
general,7,Medium
generally,9,Hard
generate,8,Medium
generated,9,Hard
generates,9,Hard
generating,10,Hard
generation,10,Hard
generations,11,Hard
generator,9,Hard
generators,10,Hard
generic,7,Medium
generous,8,Medium
genes,5,Easy
genesis,7,Medium
genetic,7,Medium
genetics,8,Medium
geneva,6,Medium
genius,6,Medium
genome,6,Medium
genre,5,Easy
genres,6,Medium
gentle,6,Medium
gentleman,9,Hard
gently,6,Medium
genuine,7,Medium
geographic,10,Hard
geographical,12,Hard
geography,9,Hard
geological,10,Hard
geology,7,Medium
geometry,8,Medium
george,6,Medium
georgia,7,Medium
gerald,6,Medium
german,6,Medium
germany,7,Medium
getting,7,Medium
ghana,5,Easy
ghost,5,Easy
giant,5,Easy
giants,6,Medium
gibraltar,9,Hard
gibson,6,Medium
gifts,5,Easy
gilbert,7,Medium
girlfriend,10,Hard
girls,5,Easy
given,5,Easy
gives,5,Easy
giving,6,Medium
glance,6,Medium
glasgow,7,Medium
glass,5,Easy
glasses,7,Medium
glenn,5,Easy
global,6,Medium
globe,5,Easy
glory,5,Easy
glossary,8,Medium
gloves,6,Medium
glucose,7,Medium
gnome,5,Easy
goals,5,Easy
going,5,Easy
golden,6,Medium
gonna,5,Easy
goods,5,Easy
google,6,Medium
gordon,6,Medium
gorgeous,8,Medium
gospel,6,Medium
gossip,6,Medium
gothic,6,Medium
gotta,5,Easy
gotten,6,Medium
gourmet,7,Medium
governance,10,Hard
governing,9,Hard
government,10,Hard
governmental,12,Hard
governments,11,Hard
governor,8,Medium
grace,5,Easy
grade,5,Easy
grades,6,Medium
gradually,9,Hard
graduate,8,Medium
graduated,9,Hard
graduates,9,Hard
graduation,10,Hard
graham,6,Medium
grain,5,Easy
grammar,7,Medium
grams,5,Easy
grand,5,Easy
grande,6,Medium
granny,6,Medium
grant,5,Easy
granted,7,Medium
grants,6,Medium
graph,5,Easy
graphic,7,Medium
graphical,9,Hard
graphics,8,Medium
graphs,6,Medium
grass,5,Easy
grateful,8,Medium
gratis,6,Medium
gratuit,7,Medium
grave,5,Easy
gravity,7,Medium
great,5,Easy
greater,7,Medium
greatest,8,Medium
greatly,7,Medium
greece,6,Medium
greek,5,Easy
green,5,Easy
greene,6,Medium
greenhouse,10,Hard
greensboro,10,Hard
greeting,8,Medium
greetings,9,Hard
gregory,7,Medium
grenada,7,Medium
griffin,7,Medium
grill,5,Easy
grocery,7,Medium
groove,6,Medium
gross,5,Easy
ground,6,Medium
grounds,7,Medium
groundwater,11,Hard
group,5,Easy
groups,6,Medium
grove,5,Easy
growing,7,Medium
grown,5,Easy
grows,5,Easy
growth,6,Medium
guarantee,9,Hard
guaranteed,10,Hard
guarantees,10,Hard
guard,5,Easy
guardian,8,Medium
guards,6,Medium
guatemala,9,Hard
guess,5,Easy
guest,5,Easy
guestbook,9,Hard
guests,6,Medium
guidance,8,Medium
guide,5,Easy
guided,6,Medium
guidelines,10,Hard
guides,6,Medium
guild,5,Easy
guilty,6,Medium
guinea,6,Medium
guitar,6,Medium
guitars,7,Medium
guyana,6,Medium
habitat,7,Medium
habits,6,Medium
hacker,6,Medium
hairy,5,Easy
haiti,5,Easy
halfcom,7,Medium
halifax,7,Medium
halloween,9,Hard
hamburg,7,Medium
hamilton,8,Medium
hammer,6,Medium
hampshire,9,Hard
hampton,7,Medium
handbags,8,Medium
handbook,8,Medium
handed,6,Medium
handheld,8,Medium
handhelds,9,Hard
handjob,7,Medium
handjobs,8,Medium
handle,6,Medium
handled,7,Medium
handles,7,Medium
handling,8,Medium
handmade,8,Medium
hands,5,Easy
handy,5,Easy
hanging,7,Medium
hansen,6,Medium
happen,6,Medium
happened,8,Medium
happening,9,Hard
happens,7,Medium
happiness,9,Hard
happy,5,Easy
harassment,10,Hard
harbor,6,Medium
harbour,7,Medium
hardcore,8,Medium
hardcover,9,Hard
harder,6,Medium
hardly,6,Medium
hardware,8,Medium
hardwood,8,Medium
harley,6,Medium
harmful,7,Medium
harmony,7,Medium
harold,6,Medium
harper,6,Medium
harris,6,Medium
harrison,8,Medium
harry,5,Easy
hartford,8,Medium
harvard,7,Medium
harvest,7,Medium
harvey,6,Medium
haven,5,Easy
having,6,Medium
hawaii,6,Medium
hawaiian,8,Medium
hayes,5,Easy
hazard,6,Medium
hazardous,9,Hard
hazards,7,Medium
headed,6,Medium
header,6,Medium
headers,7,Medium
heading,7,Medium
headline,8,Medium
headlines,9,Hard
headphones,10,Hard
headquarters,12,Hard
heads,5,Easy
headset,7,Medium
healing,7,Medium
health,6,Medium
healthcare,10,Hard
healthy,7,Medium
heard,5,Easy
hearing,7,Medium
hearings,8,Medium
heart,5,Easy
hearts,6,Medium
heated,6,Medium
heater,6,Medium
heath,5,Easy
heather,7,Medium
heating,7,Medium
heaven,6,Medium
heavily,7,Medium
heavy,5,Easy
hebrew,6,Medium
height,6,Medium
heights,7,Medium
helen,5,Easy
helena,6,Medium
helicopter,10,Hard
hello,5,Easy
helmet,6,Medium
helped,6,Medium
helpful,7,Medium
helping,7,Medium
helps,5,Easy
hence,5,Easy
henderson,9,Hard
henry,5,Easy
hentai,6,Medium
hepatitis,9,Hard
herald,6,Medium
herbal,6,Medium
herbs,5,Easy
hereby,6,Medium
herein,6,Medium
heritage,8,Medium
heroes,6,Medium
herself,7,Medium
hewlett,7,Medium
hidden,6,Medium
hierarchy,9,Hard
higher,6,Medium
highest,7,Medium
highland,8,Medium
highlight,9,Hard
highlighted,11,Hard
highlights,10,Hard
highly,6,Medium
highs,5,Easy
highway,7,Medium
highways,8,Medium
hiking,6,Medium
hills,5,Easy
hilton,6,Medium
himself,7,Medium
hindu,5,Easy
hints,5,Easy
hired,5,Easy
hiring,6,Medium
hispanic,8,Medium
historic,8,Medium
historical,10,Hard
history,7,Medium
hitachi,7,Medium
hitting,7,Medium
hobbies,7,Medium
hobby,5,Easy
hockey,6,Medium
holdem,6,Medium
holder,6,Medium
holders,7,Medium
holding,7,Medium
holdings,8,Medium
holds,5,Easy
holes,5,Easy
holiday,7,Medium
holidays,8,Medium
holland,7,Medium
hollow,6,Medium
holly,5,Easy
hollywood,9,Hard
holmes,6,Medium
holocaust,9,Hard
homeland,8,Medium
homeless,8,Medium
homepage,8,Medium
homes,5,Easy
hometown,8,Medium
homework,8,Medium
honda,5,Easy
honduras,8,Medium
honest,6,Medium
honey,5,Easy
honolulu,8,Medium
honor,5,Easy
honors,6,Medium
hoped,5,Easy
hopefully,9,Hard
hopes,5,Easy
hoping,6,Medium
hopkins,7,Medium
horizon,7,Medium
horizontal,10,Hard
hormone,7,Medium
horny,5,Easy
horrible,8,Medium
horror,6,Medium
horse,5,Easy
horses,6,Medium
hospital,8,Medium
hospitality,11,Hard
hospitals,9,Hard
hosted,6,Medium
hostel,6,Medium
hostels,7,Medium
hosting,7,Medium
hosts,5,Easy
hotel,5,Easy
hotels,6,Medium
hotelscom,9,Hard
hotmail,7,Medium
hottest,7,Medium
hourly,6,Medium
hours,5,Easy
house,5,Easy
household,9,Hard
households,10,Hard
houses,6,Medium
housewares,10,Hard
housewives,10,Hard
housing,7,Medium
houston,7,Medium
howard,6,Medium
however,7,Medium
howto,5,Easy
hudson,6,Medium
hughes,6,Medium
human,5,Easy
humanitarian,12,Hard
humanities,10,Hard
humanity,8,Medium
humans,6,Medium
humidity,8,Medium
humor,5,Easy
hundred,7,Medium
hundreds,8,Medium
hungarian,9,Hard
hungary,7,Medium
hunger,6,Medium
hungry,6,Medium
hunter,6,Medium
hunting,7,Medium
huntington,10,Hard
hurricane,9,Hard
husband,7,Medium
hybrid,6,Medium
hydraulic,9,Hard
hydrocodone,11,Hard
hydrogen,8,Medium
hygiene,7,Medium
hypothesis,10,Hard
hypothetical,12,Hard
hyundai,7,Medium
iceland,7,Medium
icons,5,Easy
idaho,5,Easy
ideal,5,Easy
ideas,5,Easy
identical,9,Hard
identification,14,Hard
identified,10,Hard
identifier,10,Hard
identifies,10,Hard
identify,8,Medium
identifying,11,Hard
identity,8,Medium
ignore,6,Medium
ignored,7,Medium
illegal,7,Medium
illinois,8,Medium
illness,7,Medium
illustrated,11,Hard
illustration,12,Hard
illustrations,13,Hard
image,5,Easy
images,6,Medium
imagination,11,Hard
imagine,7,Medium
imaging,7,Medium
immediate,9,Hard
immediately,11,Hard
immigrants,10,Hard
immigration,11,Hard
immune,6,Medium
immunology,10,Hard
impact,6,Medium
impacts,7,Medium
impaired,8,Medium
imperial,8,Medium
implement,9,Hard
implementation,14,Hard
implemented,11,Hard
implementing,12,Hard
implications,12,Hard
implied,7,Medium
implies,7,Medium
import,6,Medium
importance,10,Hard
important,9,Hard
importantly,11,Hard
imported,8,Medium
imports,7,Medium
impose,6,Medium
imposed,7,Medium
impossible,10,Hard
impressed,9,Hard
impression,10,Hard
impressive,10,Hard
improve,7,Medium
improved,8,Medium
improvement,11,Hard
improvements,12,Hard
improving,9,Hard
inappropriate,13,Hard
inbox,5,Easy
incentive,9,Hard
incentives,10,Hard
incest,6,Medium
inches,6,Medium
incidence,9,Hard
incident,8,Medium
incidents,9,Hard
include,7,Medium
included,8,Medium
includes,8,Medium
including,9,Hard
inclusion,9,Hard
inclusive,9,Hard
income,6,Medium
incoming,8,Medium
incomplete,10,Hard
incorporate,11,Hard
incorporated,12,Hard
incorrect,9,Hard
increase,8,Medium
increased,9,Hard
increases,9,Hard
increasing,10,Hard
increasingly,12,Hard
incredible,10,Hard
incurred,8,Medium
indeed,6,Medium
independence,12,Hard
independent,11,Hard
independently,13,Hard
index,5,Easy
indexed,7,Medium
indexes,7,Medium
india,5,Easy
indian,6,Medium
indiana,7,Medium
indianapolis,12,Hard
indians,7,Medium
indicate,8,Medium
indicated,9,Hard
indicates,9,Hard
indicating,10,Hard
indication,10,Hard
indicator,9,Hard
indicators,10,Hard
indices,7,Medium
indie,5,Easy
indigenous,10,Hard
indirect,8,Medium
individual,10,Hard
individually,12,Hard
individuals,11,Hard
indonesia,9,Hard
indonesian,10,Hard
indoor,6,Medium
induced,7,Medium
induction,9,Hard
industrial,10,Hard
industries,10,Hard
industry,8,Medium
inexpensive,11,Hard
infant,6,Medium
infants,7,Medium
infected,8,Medium
infection,9,Hard
infections,10,Hard
infectious,10,Hard
infinite,8,Medium
inflation,9,Hard
influence,9,Hard
influenced,10,Hard
influences,10,Hard
inform,6,Medium
informal,8,Medium
information,11,Hard
informational,13,Hard
informative,11,Hard
informed,8,Medium
infrared,8,Medium
infrastructure,14,Hard
ingredients,11,Hard
inherited,9,Hard
initial,7,Medium
initially,9,Hard
initiated,9,Hard
initiative,10,Hard
initiatives,11,Hard
injection,9,Hard
injured,7,Medium
injuries,8,Medium
injury,6,Medium
inkjet,6,Medium
inline,6,Medium
inner,5,Easy
innocent,8,Medium
innovation,10,Hard
innovations,11,Hard
innovative,10,Hard
input,5,Easy
inputs,6,Medium
inquire,7,Medium
inquiries,9,Hard
inquiry,7,Medium
insects,7,Medium
insert,6,Medium
inserted,8,Medium
insertion,9,Hard
inside,6,Medium
insider,7,Medium
insight,7,Medium
insights,8,Medium
inspection,10,Hard
inspections,11,Hard
inspector,9,Hard
inspiration,11,Hard
inspired,8,Medium
install,7,Medium
installation,12,Hard
installations,13,Hard
installed,9,Hard
installing,10,Hard
instance,8,Medium
instances,9,Hard
instant,7,Medium
instantly,9,Hard
instead,7,Medium
institute,9,Hard
institutes,10,Hard
institution,11,Hard
institutional,13,Hard
institutions,12,Hard
instruction,11,Hard
instructional,13,Hard
instructions,12,Hard
instructor,10,Hard
instructors,11,Hard
instrument,10,Hard
instrumental,12,Hard
instrumentation,15,Hard
instruments,11,Hard
insulin,7,Medium
insurance,9,Hard
insured,7,Medium
intake,6,Medium
integer,7,Medium
integral,8,Medium
integrate,9,Hard
integrated,10,Hard
integrating,11,Hard
integration,11,Hard
integrity,9,Hard
intel,5,Easy
intellectual,12,Hard
intelligence,12,Hard
intelligent,11,Hard
intend,6,Medium
intended,8,Medium
intense,7,Medium
intensity,9,Hard
intensive,9,Hard
intent,6,Medium
intention,9,Hard
inter,5,Easy
interact,8,Medium
interaction,11,Hard
interactions,12,Hard
interactive,11,Hard
interest,8,Medium
interested,10,Hard
interesting,11,Hard
interests,9,Hard
interface,9,Hard
interfaces,10,Hard
interference,12,Hard
interim,7,Medium
interior,8,Medium
intermediate,12,Hard
internal,8,Medium
international,13,Hard
internationally,15,Hard
internet,8,Medium
internship,10,Hard
interpretation,14,Hard
interpreted,11,Hard
interracial,11,Hard
intersection,12,Hard
interstate,10,Hard
interval,8,Medium
intervals,9,Hard
intervention,12,Hard
interventions,13,Hard
interview,9,Hard
interviews,10,Hard
intimate,8,Medium
intranet,8,Medium
intro,5,Easy
introduce,9,Hard
introduced,10,Hard
introduces,10,Hard
introducing,11,Hard
introduction,12,Hard
introductory,12,Hard
invalid,7,Medium
invasion,8,Medium
invention,9,Hard
inventory,9,Hard
invest,6,Medium
investigate,11,Hard
investigated,12,Hard
investigation,13,Hard
investigations,14,Hard
investigator,12,Hard
investigators,13,Hard
investing,9,Hard
investment,10,Hard
investments,11,Hard
investor,8,Medium
investors,9,Hard
invisible,9,Hard
invision,8,Medium
invitation,10,Hard
invitations,11,Hard
invite,6,Medium
invited,7,Medium
invoice,7,Medium
involve,7,Medium
involved,8,Medium
involvement,11,Hard
involves,8,Medium
involving,9,Hard
iraqi,5,Easy
ireland,7,Medium
irish,5,Easy
irrigation,10,Hard
isaac,5,Easy
islam,5,Easy
islamic,7,Medium
island,6,Medium
islands,7,Medium
isolated,8,Medium
isolation,9,Hard
israel,6,Medium
israeli,7,Medium
issue,5,Easy
issued,6,Medium
issues,6,Medium
istanbul,8,Medium
italia,6,Medium
italian,7,Medium
italiano,8,Medium
italic,6,Medium
italy,5,Easy
items,5,Easy
itself,6,Medium
itunes,6,Medium
ivory,5,Easy
jacket,6,Medium
jackets,7,Medium
jackie,6,Medium
jackson,7,Medium
jacksonville,12,Hard
jacob,5,Easy
jaguar,6,Medium
jamaica,7,Medium
james,5,Easy
jamie,5,Easy
janet,5,Easy
january,7,Medium
japan,5,Easy
japanese,8,Medium
jason,5,Easy
javascript,10,Hard
jeans,5,Easy
jefferson,9,Hard
jeffrey,7,Medium
jelsoft,7,Medium
jennifer,8,Medium
jenny,5,Easy
jeremy,6,Medium
jerry,5,Easy
jersey,6,Medium
jerusalem,9,Hard
jesse,5,Easy
jessica,7,Medium
jesus,5,Easy
jewel,5,Easy
jewellery,9,Hard
jewelry,7,Medium
jewish,6,Medium
jimmy,5,Easy
johnny,6,Medium
johns,5,Easy
johnson,7,Medium
johnston,8,Medium
joined,6,Medium
joining,7,Medium
joins,5,Easy
joint,5,Easy
jokes,5,Easy
jonathan,8,Medium
jones,5,Easy
jordan,6,Medium
joseph,6,Medium
joshua,6,Medium
journal,7,Medium
journalism,10,Hard
journalist,10,Hard
journalists,11,Hard
journals,8,Medium
journey,7,Medium
joyce,5,Easy
judge,5,Easy
judges,6,Medium
judgment,8,Medium
judicial,8,Medium
juice,5,Easy
julia,5,Easy
julian,6,Medium
julie,5,Easy
jumping,7,Medium
junction,8,Medium
jungle,6,Medium
junior,6,Medium
jurisdiction,12,Hard
justice,7,Medium
justify,7,Medium
justin,6,Medium
juvenile,8,Medium
kansas,6,Medium
karaoke,7,Medium
karen,5,Easy
karma,5,Easy
kathy,5,Easy
katie,5,Easy
katrina,7,Medium
kazakhstan,10,Hard
keeping,7,Medium
keeps,5,Easy
keith,5,Easy
kelkoo,6,Medium
kelly,5,Easy
kennedy,7,Medium
kenneth,7,Medium
kenny,5,Easy
kentucky,8,Medium
kenya,5,Easy
kernel,6,Medium
kerry,5,Easy
kevin,5,Easy
keyboard,8,Medium
keyboards,9,Hard
keyword,7,Medium
keywords,8,Medium
kidney,6,Medium
kijiji,6,Medium
killed,6,Medium
killer,6,Medium
killing,7,Medium
kills,5,Easy
kilometers,10,Hard
kinase,6,Medium
kinda,5,Easy
kinds,5,Easy
kingdom,7,Medium
kings,5,Easy
kingston,8,Medium
kissing,7,Medium
kitchen,7,Medium
kitty,5,Easy
klein,5,Easy
knife,5,Easy
knight,6,Medium
knights,7,Medium
knitting,8,Medium
knives,6,Medium
knock,5,Easy
knowing,7,Medium
knowledge,9,Hard
knowledgestorm,14,Hard
known,5,Easy
knows,5,Easy
kodak,5,Easy
korea,5,Easy
korean,6,Medium
kruger,6,Medium
kuwait,6,Medium
label,5,Easy
labeled,7,Medium
labels,6,Medium
labor,5,Easy
laboratories,12,Hard
laboratory,10,Hard
labour,6,Medium
ladder,6,Medium
laden,5,Easy
ladies,6,Medium
lafayette,9,Hard
lakes,5,Easy
lambda,6,Medium
lamps,5,Easy
lancaster,9,Hard
lance,5,Easy
landing,7,Medium
lands,5,Easy
landscape,9,Hard
landscapes,10,Hard
lanes,5,Easy
language,8,Medium
languages,9,Hard
lanka,5,Easy
laptop,6,Medium
laptops,7,Medium
large,5,Easy
largely,7,Medium
larger,6,Medium
largest,7,Medium
larry,5,Easy
laser,5,Easy
lasting,7,Medium
lately,6,Medium
later,5,Easy
latest,6,Medium
latex,5,Easy
latin,5,Easy
latina,6,Medium
latinas,7,Medium
latino,6,Medium
latitude,8,Medium
latter,6,Medium
latvia,6,Medium
lauderdale,10,Hard
laugh,5,Easy
laughing,8,Medium
launch,6,Medium
launched,8,Medium
launches,8,Medium
laundry,7,Medium
laura,5,Easy
lauren,6,Medium
lawrence,8,Medium
lawsuit,7,Medium
lawyer,6,Medium
lawyers,7,Medium
layer,5,Easy
layers,6,Medium
layout,6,Medium
leader,6,Medium
leaders,7,Medium
leadership,10,Hard
leading,7,Medium
leads,5,Easy
league,6,Medium
learn,5,Easy
learned,7,Medium
learners,8,Medium
learning,8,Medium
lease,5,Easy
leasing,7,Medium
least,5,Easy
leather,7,Medium
leave,5,Easy
leaves,6,Medium
leaving,7,Medium
lebanon,7,Medium
lecture,7,Medium
lectures,8,Medium
leeds,5,Easy
legacy,6,Medium
legal,5,Easy
legally,7,Medium
legend,6,Medium
legendary,9,Hard
legends,7,Medium
legislation,11,Hard
legislative,11,Hard
legislature,11,Hard
legitimate,10,Hard
leisure,7,Medium
lemon,5,Easy
lender,6,Medium
lenders,7,Medium
lending,7,Medium
length,6,Medium
lenses,6,Medium
leonard,7,Medium
leone,5,Easy
lesbian,7,Medium
lesbians,8,Medium
leslie,6,Medium
lesser,6,Medium
lesson,6,Medium
lessons,7,Medium
letter,6,Medium
letters,7,Medium
letting,7,Medium
level,5,Easy
levels,6,Medium
levitra,7,Medium
lewis,5,Easy
lexington,9,Hard
lexmark,7,Medium
lexus,5,Easy
liabilities,11,Hard
liability,9,Hard
liable,6,Medium
liberal,7,Medium
liberia,7,Medium
liberty,7,Medium
librarian,9,Hard
libraries,9,Hard
library,7,Medium
licence,7,Medium
license,7,Medium
licensed,8,Medium
licenses,8,Medium
licensing,9,Hard
licking,7,Medium
liechtenstein,13,Hard
lifestyle,9,Hard
lifetime,8,Medium
light,5,Easy
lighter,7,Medium
lighting,8,Medium
lightning,9,Hard
lights,6,Medium
lightweight,11,Hard
liked,5,Easy
likelihood,10,Hard
likely,6,Medium
likes,5,Easy
likewise,8,Medium
limit,5,Easy
limitation,10,Hard
limitations,11,Hard
limited,7,Medium
limiting,8,Medium
limits,6,Medium
limousines,10,Hard
lincoln,7,Medium
linda,5,Easy
lindsay,7,Medium
linear,6,Medium
lined,5,Easy
lines,5,Easy
lingerie,8,Medium
linked,6,Medium
linking,7,Medium
links,5,Easy
linux,5,Easy
lions,5,Easy
liquid,6,Medium
listed,6,Medium
listen,6,Medium
listening,9,Hard
listing,7,Medium
listings,8,Medium
listprice,9,Hard
lists,5,Easy
literacy,8,Medium
literally,9,Hard
literary,8,Medium
literature,10,Hard
lithuania,9,Hard
litigation,10,Hard
little,6,Medium
livecam,7,Medium
lived,5,Easy
liver,5,Easy
liverpool,9,Hard
lives,5,Easy
livesex,7,Medium
livestock,9,Hard
living,6,Medium
lloyd,5,Easy
loaded,6,Medium
loading,7,Medium
loads,5,Easy
loans,5,Easy
lobby,5,Easy
local,5,Easy
locale,6,Medium
locally,7,Medium
locate,6,Medium
located,7,Medium
location,8,Medium
locations,9,Hard
locator,7,Medium
locked,6,Medium
locking,7,Medium
locks,5,Easy
lodge,5,Easy
lodging,7,Medium
logan,5,Easy
logged,6,Medium
logging,7,Medium
logic,5,Easy
logical,7,Medium
login,5,Easy
logistics,9,Hard
logitech,8,Medium
logos,5,Easy
lolita,6,Medium
london,6,Medium
lonely,6,Medium
longer,6,Medium
longest,7,Medium
longitude,9,Hard
looked,6,Medium
looking,7,Medium
looks,5,Easy
looksmart,9,Hard
lookup,6,Medium
loops,5,Easy
loose,5,Easy
lopez,5,Easy
losing,6,Medium
losses,6,Medium
lottery,7,Medium
lotus,5,Easy
louis,5,Easy
louise,6,Medium
louisiana,9,Hard
louisville,10,Hard
lounge,6,Medium
loved,5,Easy
lovely,6,Medium
lover,5,Easy
lovers,6,Medium
loves,5,Easy
loving,6,Medium
lower,5,Easy
lowest,6,Medium
lucas,5,Easy
lucia,5,Easy
lucky,5,Easy
luggage,7,Medium
lunch,5,Easy
luther,6,Medium
luxembourg,10,Hard
luxury,6,Medium
lycos,5,Easy
lying,5,Easy
lyric,5,Easy
lyrics,6,Medium
macedonia,9,Hard
machine,7,Medium
machinery,9,Hard
machines,8,Medium
macintosh,9,Hard
macro,5,Easy
macromedia,10,Hard
madagascar,10,Hard
madison,7,Medium
madness,7,Medium
madonna,7,Medium
madrid,6,Medium
magazine,8,Medium
magazines,9,Hard
magic,5,Easy
magical,7,Medium
magnet,6,Medium
magnetic,8,Medium
magnificent,11,Hard
magnitude,9,Hard
maiden,6,Medium
mailed,6,Medium
mailing,7,Medium
mailman,7,Medium
mails,5,Easy
mailto,6,Medium
maine,5,Easy
mainland,8,Medium
mainly,6,Medium
mainstream,10,Hard
maintain,8,Medium
maintained,10,Hard
maintaining,11,Hard
maintains,9,Hard
maintenance,11,Hard
major,5,Easy
majority,8,Medium
maker,5,Easy
makers,6,Medium
makes,5,Easy
makeup,6,Medium
making,6,Medium
malawi,6,Medium
malaysia,8,Medium
maldives,8,Medium
males,5,Easy
malpractice,11,Hard
malta,5,Easy
mambo,5,Easy
manage,6,Medium
managed,7,Medium
management,10,Hard
manager,7,Medium
managers,8,Medium
managing,8,Medium
manchester,10,Hard
mandate,7,Medium
mandatory,9,Hard
manga,5,Easy
manhattan,9,Hard
manitoba,8,Medium
manner,6,Medium
manor,5,Easy
manual,6,Medium
manually,8,Medium
manuals,7,Medium
manufacture,11,Hard
manufactured,12,Hard
manufacturer,12,Hard
manufacturers,13,Hard
manufacturing,13,Hard
maple,5,Easy
mapping,7,Medium
marathon,8,Medium
marble,6,Medium
march,5,Easy
marco,5,Easy
marcus,6,Medium
mardi,5,Easy
margaret,8,Medium
margin,6,Medium
maria,5,Easy
mariah,6,Medium
marie,5,Easy
marijuana,9,Hard
marilyn,7,Medium
marina,6,Medium
marine,6,Medium
mario,5,Easy
marion,6,Medium
maritime,8,Medium
marked,6,Medium
marker,6,Medium
markers,7,Medium
market,6,Medium
marketing,9,Hard
marketplace,11,Hard
markets,7,Medium
marking,7,Medium
marks,5,Easy
marriage,8,Medium
married,7,Medium
marriott,8,Medium
marshall,8,Medium
martha,6,Medium
martial,7,Medium
martin,6,Medium
marvel,6,Medium
maryland,8,Medium
mason,5,Easy
massachusetts,13,Hard
massage,7,Medium
massive,7,Medium
master,6,Medium
mastercard,10,Hard
masters,7,Medium
masturbating,12,Hard
masturbation,12,Hard
match,5,Easy
matched,7,Medium
matches,7,Medium
matching,8,Medium
material,8,Medium
materials,9,Hard
maternity,9,Hard
mathematical,12,Hard
mathematics,11,Hard
mating,6,Medium
matrix,6,Medium
matter,6,Medium
matters,7,Medium
matthew,7,Medium
mattress,8,Medium
mature,6,Medium
mauritius,9,Hard
maximize,8,Medium
maximum,7,Medium
maybe,5,Easy
mayor,5,Easy
mazda,5,Easy
mcdonald,8,Medium
meals,5,Easy
meaning,7,Medium
meaningful,10,Hard
means,5,Easy
meant,5,Easy
meanwhile,9,Hard
measure,7,Medium
measured,8,Medium
measurement,11,Hard
measurements,12,Hard
measures,8,Medium
measuring,9,Hard
mechanical,10,Hard
mechanics,9,Hard
mechanism,9,Hard
mechanisms,10,Hard
medal,5,Easy
media,5,Easy
median,6,Medium
medicaid,8,Medium
medical,7,Medium
medicare,8,Medium
medication,10,Hard
medications,11,Hard
medicine,8,Medium
medicines,9,Hard
medieval,8,Medium
meditation,10,Hard
mediterranean,13,Hard
medium,6,Medium
medline,7,Medium
